beta0 beta1 loggap
1.25 1.5 -0.8332562188
1.25 1.55 -0.8358321994
1.25 1.6 -0.8342178797
1.25 1.65 -0.8287349335
1.25 1.7 -0.8197789834
1.25 1.75 -0.8077888167
1.25 1.8 -0.7932176655
1.25 1.85 -0.7765093911
1.25 1.9 -0.7580809035
1.25 1.95 -0.7383108573
1.25 2 -0.7175338184
1.30625 -2 0.3818431008
1.30625 -1.95 0.3618086052
1.30625 -1.9 0.3410060016
1.30625 -1.85 0.3193869163
1.30625 -1.8 0.2968998653
1.30625 -1.75 0.2734903272
1.30625 -1.7 0.2491009619
1.30625 -1.65 0.223672045
1.30625 -1.6 0.1971422134
1.30625 -1.55 0.1694496584
1.30625 -1.5 0.1405339565
1.30625 -1.45 0.1103388017
1.30625 -1.4 0.07881600246
1.30625 -1.35 0.04593124047
1.30625 -1.3 0.01167225338
1.30625 -1.25 -0.02393969828
1.30625 -1.2 -0.060834016
1.30625 -1.15 -0.09886939409
1.30625 -1.1 -0.1378057583
1.30625 -1.05 -0.1772689407
1.30625 -1 -0.2167090843
1.30625 -0.95 -0.2553570459
1.30625 -0.9 -0.292188774
1.30625 -0.85 -0.3259157203
1.30625 -0.8 -0.35502738
1.30625 -0.75 -0.3779133358
1.30625 -0.7 -0.3930763334
1.30625 -0.65 -0.3994087626
1.30625 -0.6 -0.3964550616
1.30625 -0.55 -0.3845582466
1.30625 -0.5 -0.3648233843
1.30625 -0.45 -0.3389126775
1.30625 -0.4 -0.3087586887
1.30625 -0.35 -0.276296652
1.30625 -0.3 -0.2432789245
1.30625 -0.25 -0.2111834865
1.30625 -0.2 -0.1811947288
1.30625 -0.15 -0.154224866
1.30625 -0.1 -0.1309499074
1.30625 -0.05 -0.1118452103
1.30625 0 -0.09721574222
1.30625 0.05 -0.08722232412
1.30625 0.1 -0.08190677862
1.30625 0.15 -0.0812172574
1.30625 0.2 -0.08503233786
1.30625 0.25 -0.09318097844
1.30625 0.3 -0.1054560552
1.30625 0.35 -0.1216213497
1.30625 0.4 -0.1414140627
1.30625 0.45 -0.1645459298
1.30625 0.5 -0.190705451
1.30625 0.55 -0.2195621735
1.30625 0.6 -0.2507723981
1.30625 0.65 -0.283984842
1.30625 0.7 -0.3188448255
1.30625 0.75 -0.3549961301
1.30625 0.8 -0.3920803836
1.30625 0.85 -0.429734393
1.30625 0.9 -0.4675861927
1.30625 0.95 -0.5052507626
1.30625 1 -0.5423264622
1.30625 1.05 -0.5783932773
1.30625 1.1 -0.6130139836
1.30625 1.15 -0.6457392376
1.30625 1.2 -0.6761173492
1.30625 1.25 -0.7037089719
1.30625 1.3 -0.7281061611
1.30625 1.35 -0.7489542495
1.30625 1.4 -0.7659740026
1.30625 1.45 -0.7789808464
1.30625 1.5 -0.7878979421
1.30625 1.55 -0.7927606695
1.30625 1.6 -0.7937115575
1.30625 1.65 -0.7909864619
1.30625 1.7 -0.7848943027
1.30625 1.75 -0.7757935208
1.30625 1.8 -0.764068453
1.30625 1.85 -0.7501081969
1.30625 1.9 -0.7342895681
1.30625 1.95 -0.7169647663
1.30625 2 -0.6984535805
1.3625 -2 0.3701230921
1.3625 -1.95 0.3496815279
1.3625 -1.9 0.3284470475
1.3625 -1.85 0.3063695361
1.3625 -1.8 0.2833957356
1.3625 -1.75 0.2594693664
1.3625 -1.7 0.2345314227
1.3625 -1.65 0.2085207213
1.3625 -1.6 0.1813748173
1.3625 -1.55 0.1530314466
1.3625 -1.5 0.1234307178
1.3625 -1.45 0.09251836522
1.3625 -1.4 0.0602504906
1.3625 -1.35 0.02660037614
1.3625 -1.3 -0.008431856827
1.3625 -1.25 -0.04480574898
1.3625 -1.2 -0.0824219593
1.3625 -1.15 -0.1210973704
1.3625 -1.1 -0.1605327511
1.3625 -1.05 -0.2002728073
1.3625 -1 -0.239660725
1.3625 -0.95 -0.277793771
1.3625 -0.9 -0.3134937943
1.3625 -0.85 -0.345315745
1.3625 -0.8 -0.3716242684
1.3625 -0.75 -0.3907635778
1.3625 -0.7 -0.401318024
1.3625 -0.65 -0.4024100308
1.3625 -0.6 -0.3939345224
1.3625 -0.55 -0.3766288487
1.3625 -0.5 -0.3519433826
1.3625 -0.45 -0.3217700835
1.3625 -0.4 -0.2881377077
1.3625 -0.35 -0.2529667363
1.3625 -0.3 -0.2179240043
1.3625 -0.25 -0.1843691858
1.3625 -0.2 -0.1533624091
1.3625 -0.15 -0.1257009065
1.3625 -0.1 -0.101961829
1.3625 -0.05 -0.08253968553
1.3625 0 -0.06767591619
1.3625 0.05 -0.05748317334
1.3625 0.1 -0.05196788311
1.3625 0.15 -0.05105274975
1.3625 0.2 -0.0545981344
1.3625 0.25 -0.06241970989
1.3625 0.3 -0.07430032455
1.3625 0.35 -0.08999599149
1.3625 0.4 -0.1092379642
1.3625 0.45 -0.1317337732
1.3625 0.5 -0.1571695363
1.3625 0.55 -0.1852143608
1.3625 0.6 -0.2155261783
1.3625 0.65 -0.2477575805
1.3625 0.7 -0.2815602797
1.3625 0.75 -0.3165873889
1.3625 0.8 -0.3524933879
1.3625 0.85 -0.388932173
1.3625 0.9 -0.4255538953
1.3625 0.95 -0.462001433
1.3625 1 -0.4979073877
1.3625 1.05 -0.5328924934
1.3625 1.1 -0.5665662916
1.3625 1.15 -0.5985308271
1.3625 1.2 -0.628387914
1.3625 1.25 -0.6557501555
1.3625 1.3 -0.6802553565
1.3625 1.35 -0.7015832894
1.3625 1.4 -0.7194730804
1.3625 1.45 -0.7337389689
1.3625 1.5 -0.74428207
1.3625 1.55 -0.7510961643
1.3625 1.6 -0.7542664302
1.3625 1.65 -0.7539612186
1.3625 1.7 -0.7504181146
1.3625 1.75 -0.7439263443
1.3625 1.8 -0.7348078755
1.3625 1.85 -0.7233993546
1.3625 1.9 -0.710036463
1.3625 1.95 -0.6950415811
1.3625 2 -0.6787150093
1.41875 -2 0.3582280402
1.41875 -1.95 0.3373704766
1.41875 -1.9 0.3156946778
1.41875 -1.85 0.293148809
1.41875 -1.8 0.269677885
1.41875 -1.75 0.2452239541
1.41875 -1.7 0.2197264871
1.41875 -1.65 0.1931230653
1.41875 -1.6 0.1653505011
1.41875 -1.55 0.1363465793
1.41875 -1.5 0.1060526809
1.41875 -1.45 0.07441765516
1.41875 -1.4 0.04140344411
1.41875 -1.35 0.006993139754
1.41875 -1.3 -0.02879762577
1.41875 -1.25 -0.06590481867
1.41875 -1.2 -0.1041943307
1.41875 -1.15 -0.1434331327
1.41875 -1.1 -0.1832523378
1.41875 -1.05 -0.2231026885
1.41875 -1 -0.2622062063
1.41875 -0.95 -0.2995136647
1.41875 -0.9 -0.3336864624
1.41875 -0.85 -0.3631312631
1.41875 -0.8 -0.3861194902
1.41875 -0.75 -0.401009377
1.41875 -0.7 -0.4065465357
1.41875 -0.65 -0.402160904
1.41875 -0.6 -0.3881441299
1.41875 -0.55 -0.3656246557
1.41875 -0.5 -0.3363500383
1.41875 -0.45 -0.3023716088
1.41875 -0.4 -0.2657465586
1.41875 -0.35 -0.2283305625
1.41875 -0.3 -0.1916759777
1.41875 -0.25 -0.1570125326
1.41875 -0.2 -0.125275839
1.41875 -0.15 -0.0971540766
1.41875 -0.1 -0.07313405258
1.41875 -0.05 -0.0535383889
1.41875 0 -0.03855330049
1.41875 0.05 -0.02825046031
1.41875 0.1 -0.02260689988
1.41875 0.15 -0.02152482132
1.41875 0.2 -0.02485047389
1.41875 0.25 -0.03238972783
1.41875 0.3 -0.04391844021
1.41875 0.35 -0.05918755608
1.41875 0.4 -0.07792479721
1.41875 0.45 -0.09983562895
1.41875 0.5 -0.1246056401
1.41875 0.55 -0.1519050459
1.41875 0.6 -0.1813946267
1.41875 0.65 -0.2127317019
1.41875 0.7 -0.2455748101
1.41875 0.75 -0.2795863231
1.41875 0.8 -0.3144328695
1.41875 0.85 -0.3497839371
1.41875 0.9 -0.3853093075
1.41875 0.95 -0.4206760797
1.41875 1 -0.455546055
1.41875 1.05 -0.4895742198
1.41875 1.1 -0.5224090042
1.41875 1.15 -0.5536948969
1.41875 1.2 -0.5830778279
1.41875 1.25 -0.6102134664
1.41875 1.3 -0.6347781941
1.41875 1.35 -0.6564820461
1.41875 1.4 -0.6750824144
1.41875 1.45 -0.6903969212
1.41875 1.5 -0.7023137137
1.41875 1.55 -0.7107976129
1.41875 1.6 -0.7158910829
1.41875 1.65 -0.7177097676
1.41875 1.7 -0.716433183
1.41875 1.75 -0.7122918446
1.41875 1.8 -0.7055524869
1.41875 1.85 -0.6965030617
1.41875 1.9 -0.6854389244
1.41875 1.95 -0.6726511732
1.41875 2 -0.6584176227
1.475 -2 0.3461553144
1.475 -1.95 0.3248727192
1.475 -1.9 0.302746086
1.475 -1.85 0.2797218952
1.475 -1.8 0.2557435027
1.475 -1.75 0.2307513995
1.475 -1.7 0.2046837154
1.475 -1.65 0.1774770752
1.475 -1.6 0.1490679661
1.475 -1.55 0.1193948355
1.475 -1.5 0.08840122896
1.475 -1.45 0.05604039838
1.475 -1.4 0.02228196849
1.475 -1.35 -0.01287854248
1.475 -1.3 -0.04940631174
1.475 -1.25 -0.08720862296
1.475 -1.2 -0.1261096446
1.475 -1.15 -0.1658172347
1.475 -1.1 -0.2058812223
1.475 -1.05 -0.2456447568
1.475 -1 -0.2841947669
1.475 -0.95 -0.3203251876
1.475 -0.9 -0.3525369697
1.475 -0.85 -0.3791078527
1.475 -0.8 -0.3982624089
1.475 -0.75 -0.408445529
1.475 -0.7 -0.4086472856
1.475 -0.65 -0.3986703097
1.475 -0.6 -0.3792235034
1.475 -0.55 -0.3517953268
1.475 -0.5 -0.3183645148
1.475 -0.45 -0.2810680332
1.475 -0.4 -0.241931347
1.475 -0.35 -0.2027071819
1.475 -0.3 -0.1648155886
1.475 -0.25 -0.1293528228
1.475 -0.2 -0.09713465595
1.475 -0.15 -0.06874861217
1.475 -0.1 -0.04460053157
1.475 -0.05 -0.02495005335
1.475 0 -0.009935957265
1.475 0.05 0.0004045649802
1.475 0.1 0.006118594325
1.475 0.15 0.007320165205
1.475 0.2 0.0041736525
1.475 0.25 -0.003119942078
1.475 0.3 -0.01433202537
1.475 0.35 -0.02921072822
1.475 0.4 -0.04748225172
1.475 0.45 -0.0688517685
1.475 0.5 -0.09300585649
1.475 0.55 -0.1196170796
1.475 0.6 -0.1483500055
1.475 0.65 -0.1788672869
1.475 0.7 -0.2108345159
1.475 0.75 -0.2439231073
1.475 0.8 -0.277811086
1.475 0.85 -0.3121821255
1.475 0.9 -0.3467234415
1.475 0.95 -0.3811232288
1.475 1 -0.4150683226
1.475 1.05 -0.4482427078
1.475 1.1 -0.4803274322
1.475 1.15 -0.5110023783
1.475 1.2 -0.5399502158
1.475 1.25 -0.5668626521
1.475 1.3 -0.5914488241
1.475 1.35 -0.6134453388
1.475 1.4 -0.6326271145
1.475 1.45 -0.6488178772
1.475 1.5 -0.661899017
1.475 1.55 -0.671815575
1.475 1.6 -0.6785784454
1.475 1.65 -0.6822623874
1.475 1.7 -0.6830000456
1.475 1.75 -0.6809727272
1.475 1.8 -0.6763990665
1.475 1.85 -0.6695228442
1.475 1.9 -0.6606011424
1.475 1.95 -0.6498937534
1.475 2 -0.6376544237
1.53125 -2 0.3339023633
1.53125 -1.95 0.3121856256
1.53125 -1.9 0.2895985985
1.53125 -1.85 0.2660861305
1.53125 -1.8 0.2415900107
1.53125 -1.75 0.2160493222
1.53125 -1.7 0.1894010832
1.53125 -1.65 0.1615813073
1.53125 -1.6 0.1325266652
1.53125 -1.55 0.1021770083
1.53125 -1.5 0.07047911838
1.53125 -1.45 0.03739218475
1.53125 -1.4 0.00289570003
1.53125 -1.35 -0.03299930675
1.53125 -1.3 -0.07023451425
1.53125 -1.25 -0.1086825995
1.53125 -1.2 -0.1481180475
1.53125 -1.15 -0.188179285
1.53125 -1.1 -0.2283222343
1.53125 -1.05 -0.2677684779
1.53125 -1 -0.3054571928
1.53125 -0.95 -0.3400194236
1.53125 -0.9 -0.3698044058
1.53125 -0.85 -0.3929936231
1.53125 -0.8 -0.4078259733
1.53125 -0.75 -0.412914799
1.53125 -0.7 -0.4075731778
1.53125 -0.65 -0.3920208529
1.53125 -0.6 -0.3673755666
1.53125 -0.55 -0.3354310079
1.53125 -0.5 -0.2983214891
1.53125 -0.45 -0.2581999351
1.53125 -0.4 -0.2170112809
1.53125 -0.35 -0.1763793996
1.53125 -0.3 -0.1375838052
1.53125 -0.25 -0.1015898834
1.53125 -0.2 -0.06910147449
1.53125 -0.15 -0.0406151189
1.53125 -0.1 -0.01646519472
1.53125 -0.05 0.003143191076
1.53125 0 0.01811159679
1.53125 0.05 0.02843155716
1.53125 0.1 0.0341696871
1.53125 0.15 0.03545262274
1.53125 0.2 0.03245242959
1.53125 0.25 0.0253745378
1.53125 0.3 0.01444988116
1.53125 0.35 -6.872578334e-05
1.53125 0.4 -0.01790762947
1.53125 0.45 -0.03877317343
1.53125 0.5 -0.06235416706
1.53125 0.55 -0.08832651913
1.53125 0.6 -0.1163593094
1.53125 0.65 -0.1461209484
1.53125 0.7 -0.1772841706
1.53125 0.75 -0.2095291364
1.53125 0.8 -0.2425445148
1.53125 0.85 -0.2760268734
1.53125 0.9 -0.3096789345
1.53125 0.95 -0.343207331
1.53125 1 -0.3763204709
1.53125 1.05 -0.408727052
1.53125 1.1 -0.4401356916
1.53125 1.15 -0.47025604
1.53125 1.2 -0.498801634
1.53125 1.25 -0.5254945895
1.53125 1.3 -0.5500720301
1.53125 1.35 -0.5722939045
1.53125 1.4 -0.5919515856
1.53125 1.45 -0.6088764211
1.53125 1.5 -0.6229472653
1.53125 1.55 -0.6340960364
1.53125 1.6 -0.6423105173
1.53125 1.65 -0.6476339531
1.53125 1.7 -0.6501614212
1.53125 1.75 -0.6500333764
1.53125 1.8 -0.6474271087
1.53125 1.85 -0.6425470397
1.53125 1.9 -0.6356147958
1.53125 1.95 -0.6268598728
1.53125 2 -0.6165114836
1.5875 -2 0.3214667276
1.5875 -1.95 0.2993066858
1.5875 -1.9 0.2762496987
1.5875 -1.85 0.2522390573
1.5875 -1.8 0.2272151055
1.5875 -1.75 0.2011157069
1.5875 -1.7 0.1738770542
1.5875 -1.65 0.1454349718
1.5875 -1.6 0.1157269303
1.5875 -1.55 0.08469507688
1.5875 -1.5 0.05229070789
1.5875 -1.45 0.01848077337
1.5875 -1.4 -0.01674278613
1.5875 -1.35 -0.05334981157
1.5875 -1.3 -0.0912534692
1.5875 -1.25 -0.1302850109
1.5875 -1.2 -0.1701602254
1.5875 -1.15 -0.2104367207
1.5875 -1.1 -0.2504631631
1.5875 -1.05 -0.2893259354
1.5875 -1 -0.3258064065
1.5875 -0.95 -0.3583730465
1.5875 -0.9 -0.3852432291
1.5875 -0.85 -0.4045494751
1.5875 -0.8 -0.4146190642
1.5875 -0.75 -0.4143182743
1.5875 -0.7 -0.4033480863
1.5875 -0.65 -0.382362842
1.5875 -0.6 -0.3528527497
1.5875 -0.55 -0.316845415
1.5875 -0.5 -0.2765539545
1.5875 -0.45 -0.2340870708
1.5875 -0.4 -0.1912732264
1.5875 -0.35 -0.1495926892
1.5875 -0.3 -0.1101837885
1.5875 -0.25 -0.07388787565
1.5875 -0.2 -0.04130660912
1.5875 -0.15 -0.01285561437
1.5875 -0.1 0.01119304392
1.5875 -0.05 0.03068102174
1.5875 0 0.045543886
1.5875 0.05 0.05579687886
1.5875 0.1 0.06152222712
1.5875 0.15 0.06285610146
1.5875 0.2 0.05997581256
1.5875 0.25 0.05308919853
1.5875 0.3 0.04242779586
1.5875 0.35 0.02824382548
1.5875 0.4 0.0108094227
1.5875 0.45 -0.009584131282
1.5875 0.5 -0.03262889269
1.5875 0.55 -0.05800491573
1.5875 0.6 -0.08538635222
1.5875 0.65 -0.1144476645
1.5875 0.7 -0.1448687272
1.5875 0.75 -0.1763381085
1.5875 0.8 -0.208554399
1.5875 0.85 -0.2412258903
1.5875 0.9 -0.2740691261
1.5875 0.95 -0.3068069121
1.5875 1 -0.3391663378
1.5875 1.05 -0.370877289
1.5875 1.1 -0.4016718479
1.5875 1.15 -0.431284891
1.5875 1.2 -0.4594560911
1.5875 1.25 -0.4859334116
1.5875 1.3 -0.5104780241
1.5875 1.35 -0.5328704041
1.5875 1.4 -0.5529171627
1.5875 1.45 -0.5704580052
1.5875 1.5 -0.5853720864
1.5875 1.55 -0.5975830177
1.5875 1.6 -0.6070618751
1.5875 1.65 -0.6138277738
1.5875 1.7 -0.6179458693
1.5875 1.75 -0.6195229635
1.5875 1.8 -0.6187011801
1.5875 1.85 -0.6156503577
1.5875 1.9 -0.610559887
1.5875 1.95 -0.6036306718
1.5875 2 -0.595067768
1.64375 -2 0.308846056
1.64375 -1.95 0.2862335295
1.64375 -1.9 0.2626970539
1.64375 -1.85 0.238178461
1.64375 -1.8 0.2126168049
1.64375 -1.75 0.1859489666
1.64375 -1.7 0.1581106635
1.64375 -1.65 0.1290380439
1.64375 -1.6 0.09867012062
1.64375 -1.55 0.0669524022
1.64375 -1.5 0.03384222033
1.64375 -1.45 -0.0006835588227
1.64375 -1.4 -0.03661751397
1.64375 -1.35 -0.07390613177
1.64375 -1.3 -0.112428269
1.64375 -1.25 -0.1519659747
1.64375 -1.2 -0.1921662691
1.64375 -1.15 -0.2324936246
1.64375 -1.1 -0.2721758226
1.64375 -1.05 -0.3101517256
1.64375 -1 -0.3450391275
1.64375 -0.95 -0.3751529002
1.64375 -0.9 -0.3986115613
1.64375 -0.85 -0.4135604833
1.64375 -0.8 -0.4184980023
1.64375 -0.75 -0.412622253
1.64375 -0.7 -0.3960652014
1.64375 -0.65 -0.3699038185
1.64375 -0.6 -0.3359413584
1.64375 -0.55 -0.2963601318
1.64375 -0.5 -0.253381202
1.64375 -0.45 -0.2090214227
1.64375 -0.4 -0.1649693914
1.64375 -0.35 -0.1225562734
1.64375 -0.3 -0.08278407544
1.64375 -0.25 -0.04637955946
1.64375 -0.2 -0.01385273558
1.64375 -0.15 0.01445181912
1.64375 -0.1 0.03831585196
1.64375 -0.05 0.0576208
1.64375 0 0.07233068227
1.64375 0.05 0.08248012186
1.64375 0.1 0.08816362875
1.64375 0.15 0.08952434134
1.64375 0.2 0.08674279315
1.64375 0.25 0.08002757324
1.64375 0.3 0.06960940065
1.64375 0.35 0.05573864461
1.64375 0.4 0.03868479786
1.64375 0.45 0.01873577977
1.64375 0.5 -0.003804540696
1.64375 0.55 -0.0286210065
1.64375 0.6 -0.0553932749
1.64375 0.65 -0.08380205944
1.64375 0.7 -0.1135343149
1.64375 0.75 -0.1442866673
1.64375 0.8 -0.1757669511
1.64375 0.85 -0.2076941318
1.64375 0.9 -0.2397971039
1.64375 0.95 -0.2718129111
1.64375 1 -0.3034848957
1.64375 1.05 -0.3345612088
1.64375 1.1 -0.3647940296
1.64375 1.15 -0.3939397566
1.64375 1.2 -0.4217603459
1.64375 1.25 -0.4480258745
1.64375 1.3 -0.4725182838
1.64375 1.35 -0.4950361281
1.64375 1.4 -0.5154000042
1.64375 1.45 -0.5334582073
1.64375 1.5 -0.5490920613
1.64375 1.55 -0.5622203419
1.64375 1.6 -0.5728022562
1.64375 1.65 -0.5808385844
1.64375 1.7 -0.5863707884
1.64375 1.75 -0.5894781319
1.64375 1.8 -0.5902730806
1.64375 1.85 -0.5888954287
1.64375 1.9 -0.5855056903
1.64375 1.95 -0.5802783069
1.64375 2 -0.5733951576
1.7 -2 0.2960381223
1.7 -1.95 0.2729639506
1.7 -1.9 0.2489385464
1.7 -1.85 0.2239024107
1.7 -1.8 0.1977935035
1.7 -1.75 0.1705480144
1.7 -1.7 0.142101613
1.7 -1.65 0.1123913904
1.7 -1.6 0.08135879054
1.7 -1.55 0.04895395172
1.7 -1.5 0.015142041
1.7 -1.45 -0.02008762173
1.7 -1.4 -0.05670858654
1.7 -1.35 -0.09463908429
1.7 -1.3 -0.1337170112
1.7 -1.25 -0.1736664366
1.7 -1.2 -0.2140545348
1.7 -1.15 -0.2542396678
1.7 -1.1 -0.2933154947
1.7 -1.05 -0.3300636425
1.7 -1 -0.3629388526
1.7 -0.95 -0.3901223113
1.7 -0.9 -0.4096810208
1.7 -0.85 -0.4198474879
1.7 -0.8 -0.4193758772
1.7 -0.75 -0.4078607032
1.7 -0.7 -0.3858804869
1.7 -0.65 -0.3548950663
1.7 -0.6 -0.3169459328
1.7 -0.55 -0.2742913364
1.7 -0.5 -0.2291002408
1.7 -0.45 -0.1832634603
1.7 -0.4 -0.1383173658
1.7 -0.35 -0.09544560459
1.7 -0.3 -0.05552236429
1.7 -0.25 -0.01917059875
1.7 -0.2 0.01318075963
1.7 -0.15 0.04124889256
1.7 -0.1 0.06486165407
1.7 -0.05 0.08393409198
1.7 0 0.09845385724
1.7 0.05 0.1084712575
1.7 0.1 0.1140902822
1.7 0.15 0.1154589045
1.7 0.2 0.1127592215
1.7 0.25 0.1061992257
1.7 0.3 0.09600766869
1.7 0.35 0.08243204847
1.7 0.4 0.06573830154
1.7 0.45 0.04621018205
1.7 0.5 0.02414681156
1.7 0.55 -0.0001419579884
1.7 0.6 -0.02634162456
1.7 0.65 -0.0541392845
1.7 0.7 -0.0832288781
1.7 0.75 -0.1133147441
1.7 0.8 -0.1441133367
1.7 0.85 -0.175353359
1.7 0.9 -0.2067747747
1.7 0.95 -0.2381272076
1.7 1 -0.2691682014
1.7 1.05 -0.2996617331
1.7 1.1 -0.3293772909
1.7 1.15 -0.3580897453
1.7 1.2 -0.3855801681
1.7 1.25 -0.4116376644
1.7 1.3 -0.4360621967
1.7 1.35 -0.4586682701
1.7 1.4 -0.4792892411
1.7 1.45 -0.4977819068
1.7 1.5 -0.5140309532
1.7 1.55 -0.5279528064
1.7 1.6 -0.5394984502
1.7 1.65 -0.5486548613
1.7 1.7 -0.5554448515
1.7 1.75 -0.5599252807
1.7 1.8 -0.5621837809
1.7 1.85 -0.5623342845
1.7 1.9 -0.5605117469
1.7 1.95 -0.5568664961
1.7 2 -0.5515586194
1.75625 -2 0.2830408467
1.75625 -1.95 0.2594959336
1.75625 -1.9 0.2349723098
1.75625 -1.85 0.2094093073
1.75625 -1.8 0.1827440346
1.75625 -1.75 0.1549123466
1.75625 -1.7 0.1258503817
1.75625 -1.65 0.09549691567
1.75625 -1.6 0.06379688285
1.75625 -1.55 0.03070655496
1.75625 -1.5 -0.003798943903
1.75625 -1.45 -0.0397148662
1.75625 -1.4 -0.07699160504
1.75625 -1.35 -0.1155134861
1.75625 -1.3 -0.155069883
1.75625 -1.25 -0.1953171101
1.75625 -1.2 -0.2357305593
1.75625 -1.15 -0.2755492878
1.75625 -1.1 -0.3137209288
1.75625 -1.05 -0.3488643881
1.75625 -1 -0.3792803526
1.75625 -0.95 -0.4030490771
1.75625 -0.9 -0.4182475088
1.75625 -0.85 -0.4232777421
1.75625 -0.8 -0.4172284946
1.75625 -0.75 -0.4001329351
1.75625 -0.7 -0.3730021958
1.75625 -0.65 -0.3376168198
1.75625 -0.6 -0.2961750746
1.75625 -0.55 -0.2509395732
1.75625 -0.5 -0.2039804521
1.75625 -0.45 -0.1570409568
1.75625 -0.4 -0.1115017809
1.75625 -0.35 -0.06840562373
1.75625 -0.3 -0.02850946891
1.75625 -0.25 0.007656354398
1.75625 -0.2 0.0397338708
1.75625 -0.15 0.06749351599
1.75625 -0.1 0.09080239282
1.75625 -0.05 0.1096037744
1.75625 0 0.1239047993
1.75625 0.05 0.1337683241
1.75625 0.1 0.1393054704
1.75625 0.15 0.1406672862
1.75625 0.2 0.1380360809
1.75625 0.25 0.1316181654
1.75625 0.3 0.1216394022
1.75625 0.35 0.1083436007
1.75625 0.4 0.09199240591
1.75625 0.45 0.07286475786
1.75625 0.5 0.05125448754
1.75625 0.55 0.02746572883
1.75625 0.6 0.001806884161
1.75625 0.65 -0.02541560861
1.75625 0.7 -0.05390256236
1.75625 0.75 -0.08336569926
1.75625 0.8 -0.1135295251
1.75625 0.85 -0.1441316504
1.75625 0.9 -0.1749219908
1.75625 0.95 -0.2056613263
1.75625 1 -0.2361196612
1.75625 1.05 -0.266074748
1.75625 1.1 -0.2953110575
1.75625 1.15 -0.3236194006
1.75625 1.2 -0.3507973354
1.75625 1.25 -0.3766504249
1.75625 1.3 -0.4009943323
1.75625 1.35 -0.4236576616
1.75625 1.4 -0.4444853643
1.75625 1.45 -0.4633424532
1.75625 1.5 -0.4801176969
1.75625 1.55 -0.4947269366
1.75625 1.6 -0.5071156709
1.75625 1.65 -0.5172606063
1.75625 1.7 -0.5251699672
1.75625 1.75 -0.530882486
1.75625 1.8 -0.5344651278
1.75625 1.85 -0.5360097339
1.75625 1.9 -0.53562886
1.75625 1.95 -0.5334511364
1.75625 2 -0.5296164882
1.8125 -2 0.2698523187
1.8125 -1.95 0.2458276857
1.8125 -1.9 0.2207967702
1.8125 -1.85 0.1946979377
1.8125 -1.8 0.1674677431
1.8125 -1.75 0.1390421381
1.8125 -1.7 0.1093583506
1.8125 -1.65 0.07835772682
1.8125 -1.6 0.04598994811
1.8125 -1.55 0.01221919371
1.8125 -1.5 -0.02296696491
1.8125 -1.45 -0.05954488435
1.8125 -1.4 -0.09743702546
1.8125 -1.35 -0.136487348
1.8125 -1.3 -0.1764281985
1.8125 -1.25 -0.2168374243
1.8125 -1.2 -0.2570861073
1.8125 -1.15 -0.2962812394
1.8125 -1.1 -0.333215102
1.8125 -1.05 -0.3663445285
1.8125 -1 -0.3938357788
1.8125 -0.95 -0.4137148356
1.8125 -0.9 -0.424142079
1.8125 -0.85 -0.423773386
1.8125 -0.8 -0.4120961192
1.8125 -0.75 -0.3895968244
1.8125 -0.7 -0.3576778639
1.8125 -0.65 -0.3183637895
1.8125 -0.6 -0.273929708
1.8125 -0.55 -0.2265826631
1.8125 -0.5 -0.1782609816
1.8125 -0.45 -0.1305496734
1.8125 -0.4 -0.08467696224
1.8125 -0.35 -0.04155434339
1.8125 -0.3 -0.001833157534
1.8125 -0.25 0.03403794158
1.8125 -0.2 0.06576255347
1.8125 -0.15 0.09315673755
1.8125 -0.1 0.1161208233
1.8125 -0.05 0.1346216523
1.8125 0 0.1486823122
1.8125 0.05 0.1583755631
1.8125 0.1 0.1638177047
1.8125 0.15 0.1651614161
1.8125 0.2 0.1625881287
1.8125 0.25 0.1563016076
1.8125 0.3 0.1465240972
1.8125 0.35 0.133495072
1.8125 0.4 0.1174713013
1.8125 0.45 0.09872639277
1.8125 0.5 0.07754845225
1.8125 0.55 0.05423556724
1.8125 0.6 0.02908984178
1.8125 0.65 0.002411199378
1.8125 0.7 -0.0255079249
1.8125 0.75 -0.05438632947
1.8125 0.8 -0.08395606015
1.8125 0.85 -0.1139629009
1.8125 0.9 -0.1441657459
1.8125 0.95 -0.1743353051
1.8125 1 -0.204252559
1.8125 1.05 -0.2337073017
1.8125 1.1 -0.2624970327
1.8125 1.15 -0.290426383
1.8125 1.2 -0.3173071991
1.8125 1.25 -0.342959343
1.8125 1.3 -0.3672122079
1.8125 1.35 -0.3899068821
1.8125 1.4 -0.4108988262
1.8125 1.45 -0.430060865
1.8125 1.5 -0.4472862413
1.8125 1.55 -0.4624914466
1.8125 1.6 -0.4756185423
1.8125 1.65 -0.4866367113
1.8125 1.7 -0.4955428507
1.8125 1.75 -0.5023611024
1.8125 1.8 -0.5071413255
1.8125 1.85 -0.5099566146
1.8125 1.9 -0.510900054
1.8125 1.95 -0.5100809528
1.8125 2 -0.5076208257
1.86875 -2 0.2564708252
1.86875 -1.95 0.2319576726
1.86875 -1.9 0.2064106943
1.86875 -1.85 0.1797675381
1.86875 -1.8 0.1519645673
1.86875 -1.75 0.1229383505
1.86875 -1.7 0.0926279464
1.86875 -1.65 0.06097832326
1.86875 -1.6 0.02794539401
1.86875 -1.55 -0.006496669767
