beta0 beta1 loggap
0.125 -2 0.5926028342
0.125 -1.95 0.579341805
0.125 -1.9 0.5657126777
0.125 -1.85 0.5516979687
0.125 -1.8 0.5372793166
0.125 -1.75 0.5224374883
0.125 -1.7 0.5071524051
0.125 -1.65 0.4914031928
0.125 -1.6 0.4751682659
0.125 -1.55 0.458425453
0.125 -1.5 0.4411521764
0.125 -1.45 0.4233256997
0.125 -1.4 0.4049234581
0.125 -1.35 0.3859234918
0.125 -1.3 0.3663050029
0.125 -1.25 0.3460490564
0.125 -1.2 0.3251394473
0.125 -1.15 0.303563749
0.125 -1.1 0.2813145506
0.125 -1.05 0.2583908684
0.125 -1 0.234799693
0.125 -0.95 0.2105575817
0.125 -0.9 0.1856921514
0.125 -0.85 0.160243248
0.125 -0.8 0.1342634945
0.125 -0.75 0.1078178639
0.125 -0.7 0.08098193861
0.125 -0.65 0.05383865322
0.125 -0.6 0.02647362799
0.125 -0.55 -0.001030327903
0.125 -0.5 -0.02859847317
0.125 -0.45 -0.05616788284
0.125 -0.4 -0.083688915
0.125 -0.35 -0.1111249942
0.125 -0.3 -0.1384531111
0.125 -0.25 -0.1656684587
0.125 -0.2 -0.1927955029
0.125 -0.15 -0.2199042713
0.125 -0.1 -0.2471264875
0.125 -0.05 -0.2746644658
0.125 0 -0.3027884852
0.125 0.05 -0.3318245223
0.125 0.1 -0.3621394526
0.125 0.15 -0.394131021
0.125 0.2 -0.4282248644
0.125 0.25 -0.4648747978
0.125 0.3 -0.5045602039
0.125 0.35 -0.5477771633
0.125 0.4 -0.5950254541
0.125 0.45 -0.6467977731
0.125 0.5 -0.7035780759
0.125 0.55 -0.7658531571
0.125 0.6 -0.8341377511
0.125 0.65 -0.9090106879
0.125 0.7 -0.9911585946
0.125 0.75 -1.081423256
0.125 0.8 -1.180846397
0.125 0.85 -1.29069605
0.125 0.9 -1.412428838
0.125 0.95 -1.54745711
0.125 1 -1.696352782
0.125 1.05 -1.856513612
0.125 1.1 -2.016245669
0.125 1.15 -2.144587982
0.125 1.2 -2.192958347
0.125 1.25 -2.139181404
0.125 1.3 -2.017801225
0.125 1.35 -1.875105254
0.125 1.4 -1.736084076
0.125 1.45 -1.609128001
0.125 1.5 -1.495529569
0.125 1.55 -1.394238232
0.125 1.6 -1.303649431
0.125 1.65 -1.222197623
0.125 1.7 -1.148520765
0.125 1.75 -1.081480123
0.125 1.8 -1.020136056
0.125 1.85 -0.9637145944
0.125 1.9 -0.9115760817
0.125 1.95 -0.863188837
0.125 2 -0.8181079565
0.18125 -2 0.5838910151
0.18125 -1.95 0.5703715628
0.18125 -1.9 0.5564695814
0.18125 -1.85 0.54216648
0.18125 -1.8 0.5274426926
0.18125 -1.75 0.5122776776
0.18125 -1.7 0.4966499362
0.18125 -1.65 0.4805370569
0.18125 -1.6 0.4639157943
0.18125 -1.55 0.446762192
0.18125 -1.5 0.4290517628
0.18125 -1.45 0.4107597415
0.18125 -1.4 0.391861428
0.18125 -1.35 0.3723326435
0.18125 -1.3 0.352150323
0.18125 -1.25 0.3312932719
0.18125 -1.2 0.3097431119
0.18125 -1.15 0.2874854416
0.18125 -1.1 0.2645112249
0.18125 -1.05 0.240818405
0.18125 -1 0.2164137122
0.18125 -0.95 0.1913145836
0.18125 -0.9 0.165551051
0.18125 -0.85 0.1391673671
0.18125 -0.8 0.1122230498
0.18125 -0.75 0.08479294951
0.18125 -0.7 0.05696593972
0.18125 -0.65 0.02884194345
0.18125 -0.6 0.0005273162606
0.18125 -0.55 -0.02787091083
0.18125 -0.5 -0.05625089769
0.18125 -0.45 -0.08452070443
0.18125 -0.4 -0.1126010652
0.18125 -0.35 -0.1404268654
0.18125 -0.3 -0.1679498308
0.18125 -0.25 -0.1951459335
0.18125 -0.2 -0.222029665
0.18125 -0.15 -0.2486733707
0.18125 -0.1 -0.2752253049
0.18125 -0.05 -0.3019183918
0.18125 0 -0.3290651225
0.18125 0.05 -0.3570411022
0.18125 0.1 -0.3862656226
0.18125 0.15 -0.4171877684
0.18125 0.2 -0.4502809754
0.18125 0.25 -0.486042277
0.18125 0.3 -0.5249898364
0.18125 0.35 -0.5676552228
0.18125 0.4 -0.6145725614
0.18125 0.45 -0.6662710725
0.18125 0.5 -0.7232781733
0.18125 0.55 -0.7861377558
0.18125 0.6 -0.8554448797
0.18125 0.65 -0.9318962785
0.18125 0.7 -1.016356738
0.18125 0.75 -1.109944241
0.18125 0.8 -1.214140791
0.18125 0.85 -1.330939143
0.18125 0.9 -1.463032444
0.18125 0.95 -1.614019071
0.18125 1 -1.788422038
0.18125 1.05 -1.990540124
0.18125 1.1 -2.217775191
0.18125 1.15 -2.433572812
0.18125 1.2 -2.522775546
0.18125 1.25 -2.409040232
0.18125 1.3 -2.202246052
0.18125 1.35 -1.998473782
0.18125 1.4 -1.821635907
0.18125 1.45 -1.671257985
0.18125 1.5 -1.542600775
0.18125 1.55 -1.431200695
0.18125 1.6 -1.33354801
0.18125 1.65 -1.246983175
0.18125 1.7 -1.16949143
0.18125 1.75 -1.099529312
0.18125 1.8 -1.035897108
0.18125 1.85 -0.9776482729
0.18125 1.9 -0.9240253157
0.18125 1.95 -0.8744140272
0.18125 2 -0.8283103829
0.2375 -2 0.5750654137
0.2375 -1.95 0.5612822723
0.2375 -1.9 0.547101788
0.2375 -1.85 0.532504227
0.2375 -1.8 0.5174687804
0.2375 -1.75 0.5019735557
0.2375 -1.7 0.4859955888
0.2375 -1.65 0.4695108823
0.2375 -1.6 0.4524944794
0.2375 -1.55 0.4349205854
0.2375 -1.5 0.416762749
0.2375 -1.45 0.3979941229
0.2375 -1.4 0.3785878227
0.2375 -1.35 0.3585174097
0.2375 -1.3 0.3377575267
0.2375 -1.25 0.3162847184
0.2375 -1.2 0.294078471
0.2375 -1.15 0.2711225019
0.2375 -1.1 0.2474063265
0.2375 -1.05 0.2229271094
0.2375 -1 0.1976917782
0.2375 -0.95 0.1717193314
0.2375 -0.9 0.1450431961
0.2375 -0.85 0.1177134017
0.2375 -0.8 0.08979822186
0.2375 -0.75 0.06138484406
0.2375 -0.7 0.03257858449
0.2375 -0.65 0.003500258418
0.2375 -0.6 -0.02571839586
0.2375 -0.55 -0.05494084666
0.2375 -0.5 -0.08403249638
0.2375 -0.45 -0.1128667675
0.2375 -0.4 -0.1413297698
0.2375 -0.35 -0.1693242068
0.2375 -0.3 -0.196775072
0.2375 -0.25 -0.2236405941
0.2375 -0.2 -0.2499302131
0.2375 -0.15 -0.2757269372
0.2375 -0.1 -0.3012065758
0.2375 -0.05 -0.326644933
0.2375 0 -0.3524084015
0.2375 0.05 -0.3789315682
0.2375 0.1 -0.4066918665
0.2375 0.15 -0.436191157
0.2375 0.2 -0.4679477209
0.2375 0.25 -0.5024947498
0.2375 0.3 -0.5403784927
0.2375 0.35 -0.5821521495
0.2375 0.4 -0.628367459
0.2375 0.45 -0.6795704544
0.2375 0.5 -0.7363086409
0.2375 0.55 -0.7991544924
0.2375 0.6 -0.8687472104
0.2375 0.65 -0.9458536317
0.2375 0.7 -1.031451328
0.2375 0.75 -1.126842785
0.2375 0.8 -1.233820117
0.2375 0.85 -1.354918543
0.2375 0.9 -1.493832703
0.2375 0.95 -1.656142525
0.2375 1 -1.850641289
0.2375 1.05 -2.091763276
0.2375 1.1 -2.402684032
0.2375 1.15 -2.798350122
0.2375 1.2 -3.04704881
0.2375 1.25 -2.751114821
0.2375 1.3 -2.385148751
0.2375 1.35 -2.105825931
0.2375 1.4 -1.891634043
0.2375 1.45 -1.720761248
0.2375 1.5 -1.579785899
0.2375 1.55 -1.460427788
0.2375 1.6 -1.357333404
0.2375 1.65 -1.266875246
0.2375 1.7 -1.186493901
0.2375 1.75 -1.114321334
0.2375 1.8 -1.048954929
0.2375 1.85 -0.9893160861
0.2375 1.9 -0.9345583678
0.2375 1.95 -0.8840058648
0.2375 2 -0.8371106418
0.29375 -2 0.5661231387
0.29375 -1.95 0.5520708704
0.29375 -1.9 0.5376060499
0.29375 -1.85 0.522707764
0.29375 -1.8 0.5073539214
0.29375 -1.75 0.491521236
0.29375 -1.7 0.4751852327
0.29375 -1.65 0.4583202793
0.29375 -1.6 0.4408996566
0.29375 -1.55 0.422895679
0.29375 -1.5 0.404279879
0.29375 -1.45 0.3850232776
0.29375 -1.4 0.365096763
0.29375 -1.35 0.3444716055
0.29375 -1.3 0.3231201445
0.29375 -1.25 0.3010166847
0.29375 -1.2 0.2781386444
0.29375 -1.15 0.2544679985
0.29375 -1.1 0.2299930542
0.29375 -1.05 0.2047105803
0.29375 -1 0.1786282858
0.29375 -0.95 0.1517675858
0.29375 -0.9 0.1241665216
0.29375 -0.85 0.09588258977
0.29375 -0.8 0.06699510592
0.29375 -0.75 0.0376066004
0.29375 -0.7 0.007842665603
0.29375 -0.65 -0.02215027372
0.29375 -0.6 -0.05220953344
0.29375 -0.55 -0.08216285449
0.29375 -0.5 -0.1118363643
0.29375 -0.45 -0.1410626317
0.29375 -0.4 -0.1696880354
0.29375 -0.35 -0.1975800684
0.29375 -0.3 -0.224637048
0.29375 -0.25 -0.2508034227
0.29375 -0.2 -0.2760917948
0.29375 -0.15 -0.3006078541
0.29375 -0.1 -0.3245694233
0.29375 -0.05 -0.348309991
0.29375 0 -0.372262699
0.29375 0.05 -0.3969301088
0.29375 0.1 -0.4228518378
0.29375 0.15 -0.4505813571
0.29375 0.2 -0.4806757681
0.29375 0.25 -0.5136941821
0.29375 0.3 -0.5501971614
0.29375 0.35 -0.5907427402
0.29375 0.4 -0.6358805956
0.29375 0.45 -0.6861505918
0.29375 0.5 -0.7420927879
0.29375 0.55 -0.8042737693
0.29375 0.6 -0.8733314241
0.29375 0.65 -0.9500395856
0.29375 0.7 -1.035396715
0.29375 0.75 -1.130749825
0.29375 0.8 -1.237978097
0.29375 0.85 -1.359786233
0.29375 0.9 -1.500212347
0.29375 0.95 -1.665587521
0.29375 1 -1.866547585
0.29375 1.05 -2.122873717
0.29375 1.1 -2.477704305
0.29375 1.15 -3.054016978
0.29375 1.2 -4
0.29375 1.25 -3.055492223
0.29375 1.3 -2.505208846
0.29375 1.35 -2.171487433
0.29375 1.4 -1.934513517
0.29375 1.45 -1.751864685
0.29375 1.5 -1.603928041
0.29375 1.55 -1.480058694
0.29375 1.6 -1.373839735
0.29375 1.65 -1.281105996
0.29375 1.7 -1.199001226
0.29375 1.75 -1.125481908
0.29375 1.8 -1.059035858
0.29375 1.85 -0.9985129369
0.29375 1.9 -0.9430182285
0.29375 1.95 -0.8918419212
0.29375 2 -0.8444117243
0.35 -2 0.5570612778
0.35 -1.95 0.5427342702
0.35 -1.9 0.5279790921
0.35 -1.85 0.5127736143
0.35 -1.8 0.4970944224
0.35 -1.75 0.4809167939
0.35 -1.7 0.4642146962
0.35 -1.65 0.4469608136
0.35 -1.6 0.4291266145
0.35 -1.55 0.4106824711
0.35 -1.5 0.3915978506
0.35 -1.45 0.371841598
0.35 -1.4 0.3513823384
0.35 -1.35 0.3301890321
0.35 -1.3 0.3082317215
0.35 -1.25 0.2854825174
0.35 -1.2 0.261916876
0.35 -1.15 0.2375152216
0.35 -1.1 0.2122649694
0.35 -1.05 0.1861629845
0.35 -1 0.159218491
0.35 -0.95 0.1314563855
0.35 -0.9 0.1029208279
0.35 -0.85 0.07367885686
0.35 -0.8 0.04382362044
0.35 -0.75 0.01347664325
0.35 -0.7 -0.0172115787
0.35 -0.65 -0.04806336628
0.35 -0.6 -0.07887851906
0.35 -0.55 -0.1094418471
0.35 -0.5 -0.139532918
0.35 -0.45 -0.1689369193
0.35 -0.4 -0.1974558216
0.35 -0.35 -0.2249203188
0.35 -0.3 -0.2512047088
0.35 -0.25 -0.2762473137
0.35 -0.2 -0.3000764978
0.35 -0.15 -0.3228370338
0.35 -0.1 -0.344806742
0.35 -0.05 -0.3663935397
0.35 0 -0.3881101854
0.35 0.05 -0.4105344669
0.35 0.1 -0.4342692679
0.35 0.15 -0.459915012
0.35 0.2 -0.4880581794
0.35 0.25 -0.5192706327
0.35 0.3 -0.5541112284
0.35 0.35 -0.5931244874
0.35 0.4 -0.6368373821
0.35 0.45 -0.6857600499
0.35 0.5 -0.7403971464
0.35 0.55 -0.8012743315
0.35 0.6 -0.8689816136
0.35 0.65 -0.9442343937
0.35 0.7 -1.027955297
0.35 0.75 -1.121385725
0.35 0.8 -1.226246628
0.35 0.85 -1.344987183
0.35 0.9 -1.481197958
0.35 0.95 -1.640347598
0.35 1 -1.831193958
0.35 1.05 -2.068674712
0.35 1.1 -2.379820353
0.35 1.15 -2.807165014
0.35 1.2 -3.216745686
0.35 1.25 -2.914706886
0.35 1.3 -2.482600095
0.35 1.35 -2.171599209
0.35 1.4 -1.94084479
0.35 1.45 -1.760085095
0.35 1.5 -1.612604904
0.35 1.55 -1.488657797
0.35 1.6 -1.382154967
0.35 1.65 -1.28906401
0.35 1.7 -1.20658564
0.35 1.75 -1.132701212
0.35 1.8 -1.06590899
0.35 1.85 -1.005062569
0.35 1.9 -0.9492675974
0.35 1.95 -0.8978133647
0.35 2 -0.8501260559
0.40625 -2 0.5478769008
0.40625 -1.95 0.5332693635
0.40625 -1.9 0.5182176155
0.40625 -1.85 0.5026982735
0.40625 -1.8 0.4866865594
0.40625 -1.75 0.4701562705
0.40625 -1.7 0.4530797704
0.40625 -1.65 0.435428012
0.40625 -1.6 0.4171706016
0.40625 -1.55 0.3982759211
0.40625 -1.5 0.378711327
0.40625 -1.45 0.3584434499
0.40625 -1.4 0.3374386265
0.40625 -1.35 0.3156635023
0.40625 -1.3 0.293085851
0.40625 -1.25 0.269675667
0.40625 -1.2 0.245406595
0.40625 -1.15 0.2202577659
0.40625 -1.1 0.1942161113
0.40625 -1.05 0.1672792138
0.40625 -1 0.1394587285
0.40625 -0.95 0.1107843486
0.40625 -0.9 0.08130819838
0.40625 -0.85 0.05110939026
0.40625 -0.8 0.0202982924
0.40625 -0.75 -0.01098017078
0.40625 -0.7 -0.04254506078
0.40625 -0.65 -0.07418076569
0.40625 -0.6 -0.1056419344
0.40625 -0.55 -0.1366623171
0.40625 -0.5 -0.1669671065
0.40625 -0.45 -0.1962877759
0.40625 -0.4 -0.2243784803
0.40625 -0.35 -0.2510341315
0.40625 -0.3 -0.2761116481
0.40625 -0.25 -0.2995559138
0.40625 -0.2 -0.3214290036
0.40625 -0.15 -0.3419358044
0.40625 -0.1 -0.3614350037
0.40625 -0.05 -0.3804262096
0.40625 0 -0.3995128363
0.40625 0.05 -0.4193516082
0.40625 0.1 -0.4406054496
0.40625 0.15 -0.463912918
0.40625 0.2 -0.4898770737
0.40625 0.25 -0.5190671516
0.40625 0.3 -0.5520233082
0.40625 0.35 -0.5892584137
0.40625 0.4 -0.6312573954
0.40625 0.45 -0.6784794723
0.40625 0.5 -0.7313694958
0.40625 0.55 -0.7903823115
0.40625 0.6 -0.8560210804
0.40625 0.65 -0.9288890682
0.40625 0.7 -1.009755448
0.40625 0.75 -1.099638908
0.40625 0.8 -1.19991784
0.40625 0.85 -1.312482125
0.40625 0.9 -1.439947639
0.40625 0.95 -1.585950789
0.40625 1 -1.755476049
0.40625 1.05 -1.954785942
0.40625 1.1 -2.188491449
0.40625 1.15 -2.441622857
0.40625 1.2 -2.616570342
0.40625 1.25 -2.555263093
0.40625 1.3 -2.335279065
0.40625 1.35 -2.106068378
0.40625 1.4 -1.909019011
0.40625 1.45 -1.744080959
0.40625 1.5 -1.604842413
0.40625 1.55 -1.485526773
0.40625 1.6 -1.381771392
0.40625 1.65 -1.290372657
0.40625 1.7 -1.208961976
0.40625 1.75 -1.13575918
0.40625 1.8 -1.069401559
0.40625 1.85 -1.008827254
0.40625 1.9 -0.9531951704
0.40625 1.95 -0.9018291466
0.40625 2 -0.8541783462
0.4625 -2 0.538567061
0.4625 -1.95 0.5236730234
0.4625 -1.9 0.5083182992
0.4625 -1.85 0.4924782127
0.4625 -1.8 0.4761265812
0.4625 -1.75 0.4592356774
0.4625 -1.7 0.4417762155
0.4625 -1.65 0.423717369
0.4625 -1.6 0.4050268352
0.4625 -1.55 0.3856709602
0.4625 -1.5 0.3656149497
0.4625 -1.45 0.3448231897
0.4625 -1.4 0.3232597151
0.4625 -1.35 0.30088887
0.4625 -1.3 0.2776762136
0.4625 -1.25 0.2535897398
0.4625 -1.2 0.2286014872
0.4625 -1.15 0.2026896286
0.4625 -1.1 0.1758411308
0.4625 -1.05 0.1480550713
0.4625 -1 0.1193466688
0.4625 -0.95 0.08975202778
0.4625 -0.9 0.05933348926
0.4625 -0.85 0.0281853122
0.4625 -0.8 -0.003560827996
0.4625 -0.75 -0.03573133028
0.4625 -0.7 -0.06810824797
0.4625 -0.65 -0.1004302431
0.4625 -0.6 -0.1323981235
0.4625 -0.55 -0.163685704
0.4625 -0.5 -0.1939559057
0.4625 -0.45 -0.2228811585
0.4625 -0.4 -0.2501668657
0.4625 -0.35 -0.2755772939
0.4625 -0.3 -0.298964178
0.4625 -0.25 -0.3202979203
0.4625 -0.2 -0.3396980556
0.4625 -0.15 -0.3574546104
0.4625 -0.1 -0.3740292027
0.4625 -0.05 -0.3900285529
0.4625 0 -0.4061535325
0.4625 0.05 -0.4231380792
0.4625 0.1 -0.4416965854
0.4625 0.15 -0.4624926276
0.4625 0.2 -0.4861303143
0.4625 0.25 -0.5131598293
0.4625 0.3 -0.5440861854
0.4625 0.35 -0.5793744459
0.4625 0.4 -0.6194514758
0.4625 0.45 -0.6647091369
0.4625 0.5 -0.7155146466
0.4625 0.55 -0.7722313998
0.4625 0.6 -0.8352503154
0.4625 0.65 -0.9050297383
0.4625 0.7 -0.9821416975
0.4625 0.75 -1.067323076
0.4625 0.8 -1.161530282
0.4625 0.85 -1.265992293
0.4625 0.9 -1.382242284
0.4625 0.95 -1.512061985
0.4625 1 -1.657133927
0.4625 1.05 -1.817786971
0.4625 1.1 -1.989138209
0.4625 1.15 -2.151361878
0.4625 1.2 -2.257088192
0.4625 1.25 -2.253130272
0.4625 1.3 -2.147905827
0.4625 1.35 -1.998671437
0.4625 1.4 -1.846385361
0.4625 1.45 -1.706291289
0.4625 1.5 -1.581440758
0.4625 1.55 -1.470875021
0.4625 1.6 -1.372678776
0.4625 1.65 -1.284943364
0.4625 1.7 -1.20601942
0.4625 1.75 -1.134545142
0.4625 1.8 -1.069411469
0.4625 1.85 -1.009716013
0.4625 1.9 -0.9547211629
0.4625 1.95 -0.9038197914
0.4625 2 -0.8565082377
0.51875 -2 0.5291287985
0.51875 -1.95 0.5139421068
0.51875 -1.9 0.4982778039
0.51875 -1.85 0.4821098826
0.51875 -1.8 0.4654107137
0.51875 -1.75 0.4481510017
0.51875 -1.7 0.4302997656
0.51875 -1.65 0.4118243541
0.51875 -1.6 0.3926905099
0.51875 -1.55 0.3728625027
0.51875 -1.5 0.3523033534
0.51875 -1.45 0.3309751834
0.51875 -1.4 0.3088397275
0.51875 -1.35 0.2858590636
0.51875 -1.3 0.2619966229
0.51875 -1.25 0.2372185601
0.51875 -1.2 0.2114955795
0.51875 -1.15 0.1848053244
0.51875 -1.1 0.1571354491
0.51875 -1.05 0.1284874894
0.51875 -1 0.09888161999
0.51875 -0.95 0.06836232784
0.51875 -0.9 0.0370049049
0.51875 -0.85 0.004922465178
0.51875 -0.8 -0.02772710886
0.51875 -0.75 -0.06073527179
0.51875 -0.7 -0.09383937545
0.51875 -0.65 -0.1267234146
0.51875 -0.6 -0.159024724
0.51875 -0.55 -0.1903479284
0.51875 -0.5 -0.220286436
0.51875 -0.45 -0.2484504891
0.51875 -0.4 -0.2744998605
0.51875 -0.35 -0.2981791925
0.51875 -0.3 -0.3193542989
0.51875 -0.25 -0.338047033
0.51875 -0.2 -0.3544633868
0.51875 -0.15 -0.369005645
0.51875 -0.1 -0.3822587482
0.51875 -0.05 -0.3949470401
0.51875 0 -0.4078689181
0.51875 0.05 -0.4218269531
0.51875 0.1 -0.4375728116
0.51875 0.15 -0.4557783287
0.51875 0.2 -0.4770316154
0.51875 0.25 -0.5018478059
0.51875 0.3 -0.5306823722
0.51875 0.35 -0.5639398166
0.51875 0.4 -0.6019775717
0.51875 0.45 -0.6451097295
0.51875 0.5 -0.6936159174
0.51875 0.55 -0.7477581073
0.51875 0.6 -0.807804714
0.51875 0.65 -0.8740588776
0.51875 0.7 -0.9468867314
0.51875 0.75 -1.026740716
0.51875 0.8 -1.114170566
0.51875 0.85 -1.20980722
0.51875 0.9 -1.314286274
0.51875 0.95 -1.428034373
0.51875 1 -1.550747195
0.51875 1.05 -1.680206263
0.51875 1.1 -1.809876418
0.51875 1.15 -1.925207862
0.51875 1.2 -2.002108195
0.51875 1.25 -2.017082643
0.51875 1.3 -1.967700133
0.51875 1.35 -1.875131108
0.51875 1.4 -1.764449497
0.51875 1.45 -1.651804539
0.51875 1.5 -1.544705995
0.51875 1.55 -1.445767917
0.51875 1.6 -1.355366686
0.51875 1.65 -1.272988933
0.51875 1.7 -1.197834609
0.51875 1.75 -1.129068305
0.51875 1.8 -1.065915166
0.51875 1.85 -1.007690396
0.51875 1.9 -0.9538015338
0.51875 1.95 -0.9037404875
0.51875 2 -0.8570725794
0.575 -2 0.5195591425
0.575 -1.95 0.5040734579
0.575 -1.9 0.4880927753
0.575 -1.85 0.4715897165
0.575 -1.8 0.4545351641
0.575 -1.75 0.4368982109
0.575 -1.7 0.4186461364
0.575 -1.65 0.3997444199
0.575 -1.6 0.3801568084
0.575 -1.55 0.3598454591
0.575 -1.5 0.3387711832
0.575 -1.45 0.3168938296
0.575 -1.4 0.2941728528
0.575 -1.35 0.2705681265
0.575 -1.3 0.2460410786
0.575 -1.25 0.2205562423
0.575 -1.2 0.1940833381
0.575 -1.15 0.166600021
0.575 -1.1 0.138095444
0.575 -1.05 0.1085747874
0.575 -1 0.07806488339
0.575 -0.95 0.0466209956
0.575 -0.9 0.01433466895
0.575 -0.85 -0.01865767723
0.575 -0.8 -0.05216612196
0.575 -0.75 -0.08593980322
0.575 -0.7 -0.1196624828
0.575 -0.65 -0.1529534494
0.575 -0.6 -0.1853762651
0.575 -0.55 -0.216457363
0.575 -0.5 -0.2457151535
0.575 -0.45 -0.2726983212
0.575 -0.4 -0.2970300879
0.575 -0.35 -0.3184541527
0.575 -0.3 -0.3368777522
0.575 -0.25 -0.3524067334
0.575 -0.2 -0.3653657858
0.575 -0.15 -0.3762953502
0.575 -0.1 -0.3859186677
0.575 -0.05 -0.395080157
0.575 0 -0.4046672451
0.575 0.05 -0.4155353438
0.575 0.1 -0.4284543969
0.575 0.15 -0.4440855624
0.575 0.2 -0.4629840436
0.575 0.25 -0.4856158535
0.575 0.3 -0.512375762
0.575 0.35 -0.5435991785
0.575 0.4 -0.5795678256
0.575 0.45 -0.6205136968
0.575 0.5 -0.6666263392
0.575 0.55 -0.7180659031
0.575 0.6 -0.7749808961
0.575 0.65 -0.837526931
0.575 0.7 -0.9058813196
0.575 0.75 -0.9802471549
0.575 0.8 -1.060837802
0.575 0.85 -1.147826147
0.575 0.9 -1.241229211
0.575 0.95 -1.340673225
0.575 1 -1.444944042
0.575 1.05 -1.551189455
0.575 1.1 -1.653703377
0.575 1.15 -1.742697467
0.575 1.2 -1.804733959
0.575 1.25 -1.827382324
0.575 1.3 -1.806906968
0.575 1.35 -1.751096169
0.575 1.4 -1.673531465
0.575 1.45 -1.586416181
0.575 1.5 -1.497758745
0.575 1.55 -1.411878071
0.575 1.6 -1.330735101
0.575 1.65 -1.254992965
0.575 1.7 -1.184662991
0.575 1.75 -1.119457129
0.575 1.8 -1.058969661
0.575 1.85 -1.00276711
0.575 1.9 -0.950430472
0.575 1.95 -0.9015732103
0.575 2 -0.8558471589
0.63125 -2 0.5098551134
0.63125 -1.95 0.4940639104
0.63125 -1.9 0.4777598471
0.63125 -1.85 0.4609141347
0.63125 -1.8 0.443496126
0.63125 -1.75 0.4254732593
0.63125 -1.7 0.4068110315
0.63125 -1.65 0.3874730112
0.63125 -1.6 0.3674209128
0.63125 -1.55 0.3466147516
0.63125 -1.5 0.3250131143
0.63125 -1.45 0.3025735849
0.63125 -1.4 0.2792533796
0.63125 -1.35 0.2550102624
0.63125 -1.3 0.2298038294
0.63125 -1.25 0.203597276
0.63125 -1.2 0.1763597843
0.63125 -1.15 0.1480696977
0.63125 -1.1 0.1187186683
0.63125 -1.05 0.08831697271
0.63125 -1 0.05690016924
0.63125 -0.95 0.0245371916
0.63125 -0.9 -0.008660195602
0.63125 -0.85 -0.04252696131
0.63125 -0.8 -0.07683426338
0.63125 -0.75 -0.1112803531
0.63125 -0.7 -0.1454853118
0.63125 -0.65 -0.1789927655
0.63125 -0.6 -0.211282042
0.63125 -0.55 -0.2417936063
0.63125 -0.5 -0.2699686641
0.63125 -0.45 -0.2953007091
0.63125 -0.4 -0.3173934575
0.63125 -0.35 -0.3360173694
0.63125 -0.3 -0.3511564672
0.63125 -0.25 -0.3630377871
0.63125 -0.2 -0.3721365525
0.63125 -0.15 -0.3791516483
0.63125 -0.1 -0.3849503315
0.63125 -0.05 -0.3904891982
0.63125 0 -0.3967272207
0.63125 0.05 -0.4045507298
0.63125 0.1 -0.4147260333
0.63125 0.15 -0.4278845315
0.63125 0.2 -0.4445334756
0.63125 0.25 -0.4650788385
0.63125 0.3 -0.4898474419
0.63125 0.35 -0.5191014487
0.63125 0.4 -0.5530453446
0.63125 0.45 -0.5918299056
0.63125 0.5 -0.6355580253
0.63125 0.55 -0.6842946552
0.63125 0.6 -0.7380796464
0.63125 0.65 -0.7969396609
0.63125 0.7 -0.8608939043
0.63125 0.75 -0.9299474107
0.63125 0.8 -1.004063676
0.63125 0.85 -1.08310423
0.63125 0.9 -1.166715209
0.63125 0.95 -1.254130131
0.63125 1 -1.343848687
0.63125 1.05 -1.4331628
0.63125 1.1 -1.517587519
0.63125 1.15 -1.590507067
0.63125 1.2 -1.643756671
0.63125 1.25 -1.669897746
0.63125 1.3 -1.665595889
0.63125 1.35 -1.633484762
0.63125 1.4 -1.58062911
0.63125 1.45 -1.515158601
0.63125 1.5 -1.443802828
0.63125 1.55 -1.371151298
0.63125 1.6 -1.299945602
0.63125 1.65 -1.231644285
0.63125 1.7 -1.166910494
0.63125 1.75 -1.105947688
0.63125 1.8 -1.048708367
0.63125 1.85 -0.9950171332
0.63125 1.9 -0.9446408713
0.63125 1.95 -0.8973276832
0.63125 2 -0.8528277602
0.6875 -2 0.5000137265
0.6875 -1.95 0.4839102913
0.6875 -1.9 0.467275645
0.6875 -1.85 0.4500795488
0.6875 -1.8 0.4322897844
0.6875 -1.75 0.4138720941
0.6875 -1.7 0.3947901511
0.6875 -1.65 0.3750055759
0.6875 -1.6 0.354478018
0.6875 -1.55 0.3331653311
0.6875 -1.5 0.3110238748
0.6875 -1.45 0.2880089943
0.6875 -1.4 0.2640757368
0.6875 -1.35 0.2391798898
0.6875 -1.3 0.2132794453
0.6875 -1.25 0.1863366242
0.6875 -1.2 0.15832063
0.6875 -1.15 0.1292113312
0.6875 -1.1 0.09900410604
0.6875 -1.05 0.06771609444
0.6875 -1 0.03539408302
0.6875 -0.95 0.002124155625
0.6875 -0.9 -0.03195696552
0.6875 -0.85 -0.06664935564
0.6875 -0.8 -0.1016772079
0.6875 -0.75 -0.1366780669
0.6875 -0.7 -0.1711971346
0.6875 -0.65 -0.2046908709
0.6875 -0.6 -0.236544556
0.6875 -0.55 -0.2661075218
0.6875 -0.5 -0.2927467785
0.6875 -0.45 -0.3159149092
0.6875 -0.4 -0.3352228599
0.6875 -0.35 -0.3505049366
0.6875 -0.3 -0.3618636077
0.6875 -0.25 -0.3696851376
0.6875 -0.2 -0.3746217586
0.6875 -0.15 -0.377540899
0.6875 -0.1 -0.3794474494
0.6875 -0.05 -0.3813913865
0.6875 0 -0.3843781263
