alpha beta logL
-0.125 -0.2916666667 0.02371301381
-0.08333333333 -0.2916666667 0.02404634771
-0.04166666667 -0.2916666667 0.02455783502
0 -0.2916666667 0.02523010699
0.04166666667 -0.2916666667 0.02604995572
0.08333333333 -0.2916666667 0.02700823912
0.125 -0.2916666667 0.02809978172
0.1666666667 -0.2916666667 0.02932327491
0.2083333333 -0.2916666667 0.03068117879
0.25 -0.2916666667 0.03217962604
0.2916666667 -0.2916666667 0.03382832772
0.3333333333 -0.2916666667 0.03564047902
0.375 -0.2916666667 0.03763266254
0.4166666667 -0.2916666667 0.03982474545
0.4583333333 -0.2916666667 0.04223976608
0.5 -0.2916666667 0.04490380495
0.5416666667 -0.2916666667 0.04784583464
0.5833333333 -0.2916666667 0.05109754236
0.625 -0.2916666667 0.0546931194
0.6666666667 -0.2916666667 0.05866901127
0.7083333333 -0.2916666667 0.06306362335
0.75 -0.2916666667 0.06791697739
0.7916666667 -0.2916666667 0.0732703158
0.8333333333 -0.2916666667 0.07916565231
0.875 -0.2916666667 0.08564526988
0.9166666667 -0.2916666667 0.09275116948
0.9583333333 -0.2916666667 0.1005244762
1 -0.2916666667 0.1090048127
1.041666667 -0.2916666667 0.1182296521
1.083333333 -0.2916666667 0.1282336674
1.125 -0.2916666667 0.1390480947
1.166666667 -0.2916666667 0.1507001299
1.208333333 -0.2916666667 0.1632123804
1.25 -0.2916666667 0.1766023911
-1.25 -0.25 0.176526886
-1.208333333 -0.25 0.1519520012
-1.166666667 -0.25 0.1284077681
-1.125 -0.25 0.1059519871
-1.083333333 -0.25 0.0846353341
-1.041666667 -0.25 0.06450012041
-1 -0.25 0.0455792247
-0.9583333333 -0.25 0.02789525786
-0.9166666667 -0.25 0.01146000895
-0.875 -0.25 -0.003725793411
-0.8333333333 -0.25 -0.01767238838
-0.7916666667 -0.25 -0.03040056319
-0.75 -0.25 -0.0419409301
-0.7083333333 -0.25 -0.05233294076
-0.6666666667 -0.25 -0.06162369181
-0.625 -0.25 -0.0698665834
-0.5833333333 -0.25 -0.07711989523
-0.5416666667 -0.25 -0.08344534177
-0.5 -0.25 -0.08890666239
-0.4583333333 -0.25 -0.09356829203
-0.4166666667 -0.25 -0.09749414755
-0.375 -0.25 -0.1007465528
-0.3333333333 -0.25 -0.1033853153
-0.2916666667 -0.25 -0.1054669573
-0.25 -0.25 -0.1070440973
-0.2083333333 -0.25 -0.1081649704
-0.1666666667 -0.25 -0.1088730757
-0.125 -0.25 -0.1092069326
-0.08333333333 -0.25 -0.1091999299
-0.04166666667 -0.25 -0.108880252
0 -0.25 -0.1082708662
0.04166666667 -0.25 -0.1073895585
0.08333333333 -0.25 -0.1062490061
0.125 -0.25 -0.104856878
0.1666666667 -0.25 -0.103215958
0.2083333333 -0.25 -0.1013242831
0.25 -0.25 -0.09917529882
0.2916666667 -0.25 -0.09675802686
0.3333333333 -0.25 -0.09405724998
0.375 -0.25 -0.09105371451
0.4166666667 -0.25 -0.0877243555
0.4583333333 -0.25 -0.08404254905
0.5 -0.25 -0.07997839725
0.5416666667 -0.25 -0.07549905132
0.5833333333 -0.25 -0.07056907818
0.625 -0.25 -0.06515087505
0.6666666667 -0.25 -0.05920513526
0.7083333333 -0.25 -0.05269136678
0.75 -0.25 -0.04556846246
0.7916666667 -0.25 -0.03779531838
0.8333333333 -0.25 -0.02933149324
0.875 -0.25 -0.02013789861
0.9166666667 -0.25 -0.01017750631
0.9583333333 -0.25 0.0005839440175
1 -0.25 0.01217725627
1.041666667 -0.25 0.02462912952
1.083333333 -0.25 0.03796157146
1.125 -0.25 0.05219139474
1.166666667 -0.25 0.06732981523
1.208333333 -0.25 0.08338216775
1.25 -0.25 0.1003477504
-1.25 -0.2083333333 0.1198493387
-1.208333333 -0.2083333333 0.09078072869
-1.166666667 -0.2083333333 0.06255123767
-1.125 -0.2083333333 0.03524077404
-1.083333333 -0.2083333333 0.008926802078
-1.041666667 -0.2083333333 -0.01631721789
-1 -0.2083333333 -0.04042343968
-0.9583333333 -0.2083333333 -0.06333122371
-0.9166666667 -0.2083333333 -0.08498863496
-0.875 -0.2083333333 -0.1053537664
-0.8333333333 -0.2083333333 -0.1243958112
-0.7916666667 -0.2083333333 -0.142095817
-0.75 -0.2083333333 -0.1584470734
-0.7083333333 -0.2083333333 -0.1734551044
-0.6666666667 -0.2083333333 -0.1871372633
-0.625 -0.2083333333 -0.1995219546
-0.5833333333 -0.2083333333 -0.2106475258
-0.5416666667 -0.2083333333 -0.2205608949
-0.5 -0.2083333333 -0.2293159876
-0.4583333333 -0.2083333333 -0.2369720642
-0.4166666667 -0.2083333333 -0.2435920132
-0.375 -0.2083333333 -0.2492406818
-0.3333333333 -0.2083333333 -0.2539833004
-0.2916666667 -0.2083333333 -0.2578840466
-0.25 -0.2083333333 -0.2610047765
-0.2083333333 -0.2083333333 -0.2634039404
-0.1666666667 -0.2083333333 -0.2651356874
-0.125 -0.2083333333 -0.2662491526
-0.08333333333 -0.2083333333 -0.2667879163
-0.04166666667 -0.2083333333 -0.2667896191
0 -0.2083333333 -0.266285714
0.04166666667 -0.2083333333 -0.2653013377
0.08333333333 -0.2083333333 -0.2638552841
0.125 -0.2083333333 -0.2619600644
0.1666666667 -0.2083333333 -0.2596220407
0.2083333333 -0.2083333333 -0.2568416241
0.25 -0.2083333333 -0.2536135308
0.2916666667 -0.2083333333 -0.2499270894
0.3333333333 -0.2083333333 -0.2457666007
0.375 -0.2083333333 -0.2411117469
0.4166666667 -0.2083333333 -0.2359380523
0.4583333333 -0.2083333333 -0.230217397
0.5 -0.2083333333 -0.223918584
0.5416666667 -0.2083333333 -0.2170079603
0.5833333333 -0.2083333333 -0.2094500904
0.625 -0.2083333333 -0.2012084782
0.6666666667 -0.2083333333 -0.1922463306
0.7083333333 -0.2083333333 -0.1825273523
0.75 -0.2083333333 -0.1720165588
0.7916666667 -0.2083333333 -0.1606810896
0.8333333333 -0.2083333333 -0.1484910028
0.875 -0.2083333333 -0.1354200284
0.9166666667 -0.2083333333 -0.1214462571
0.9583333333 -0.2083333333 -0.1065527431
1 -0.2083333333 -0.09072799828
1.041666667 -0.2083333333 -0.07396636178
1.083333333 -0.2083333333 -0.05626823089
1.125 -0.2083333333 -0.03764014642
1.166666667 -0.2083333333 -0.01809473135
1.208333333 -0.2083333333 0.002349511967
1.25 -0.2083333333 0.02366853469
-1.25 -0.1666666667 0.06765895493
-1.208333333 -0.1666666667 0.03381587573
-1.166666667 -0.1666666667 0.000495231224
-1.125 -0.1666666667 -0.03221650857
-1.083333333 -0.1666666667 -0.06422924474
-1.041666667 -0.1666666667 -0.09545024622
-1 -0.1666666667 -0.1257853895
-0.9583333333 -0.1666666667 -0.1551406331
-0.9166666667 -0.1666666667 -0.1834237009
-0.875 -0.1666666667 -0.2105459296
-0.8333333333 -0.1666666667 -0.2364242128
-0.7916666667 -0.1666666667 -0.2609829594
-0.75 -0.1666666667 -0.2841559645
-0.7083333333 -0.1666666667 -0.3058880885
-0.6666666667 -0.1666666667 -0.3261366379
-0.625 -0.1666666667 -0.3448723548
-0.5833333333 -0.1666666667 -0.3620799437
-0.5416666667 -0.1666666667 -0.3777580928
-0.5 -0.1666666667 -0.3919189845
-0.4583333333 -0.1666666667 -0.4045873204
-0.4166666667 -0.1666666667 -0.415798925
-0.375 -0.1666666667 -0.4255990113
-0.3333333333 -0.1666666667 -0.4340402136
-0.2916666667 -0.1666666667 -0.4411804933
-0.25 -0.1666666667 -0.4470810249
-0.2083333333 -0.1666666667 -0.4518041541
-0.1666666667 -0.1666666667 -0.4554115058
-0.125 -0.1666666667 -0.4579622988
-0.08333333333 -0.1666666667 -0.4595119054
-0.04166666667 -0.1666666667 -0.4601106743
0 -0.1666666667 -0.4598030232
0.04166666667 -0.1666666667 -0.458626793
0.08333333333 -0.1666666667 -0.4566128494
0.125 -0.1666666667 -0.4537849118
0.1666666667 -0.1666666667 -0.450159589
0.2083333333 -0.1666666667 -0.4457465981
0.25 -0.1666666667 -0.440549147
0.2916666667 -0.1666666667 -0.4345644598
0.3333333333 -0.1666666667 -0.4277844272
0.375 -0.1666666667 -0.4201963641
0.4166666667 -0.1666666667 -0.4117838577
0.4583333333 -0.1666666667 -0.4025276874
0.5 -0.1666666667 -0.3924067987
0.5416666667 -0.1666666667 -0.38139931
0.5833333333 -0.1666666667 -0.3694835294
0.625 -0.1666666667 -0.3566389571
0.6666666667 -0.1666666667 -0.3428472476
0.7083333333 -0.1666666667 -0.3280931047
0.75 -0.1666666667 -0.3123650827
0.7916666667 -0.1666666667 -0.2956562713
0.8333333333 -0.1666666667 -0.2779648414
0.875 -0.1666666667 -0.2592944381
0.9166666667 -0.1666666667 -0.2396544097
0.9583333333 -0.1666666667 -0.2190598715
1 -0.1666666667 -0.1975316067
1.041666667 -0.1666666667 -0.1750958177
1.083333333 -0.1666666667 -0.1517837437
1.125 -0.1666666667 -0.1276311663
1.166666667 -0.1666666667 -0.1026778291
1.208333333 -0.1666666667 -0.0769667975
1.25 -0.1666666667 -0.05054378508
-1.25 -0.125 0.02281970941
-1.208333333 -0.125 -0.0157060208
-1.166666667 -0.125 -0.05413812725
-1.125 -0.125 -0.09241055788
-1.083333333 -0.125 -0.1304498234
-1.041666667 -0.125 -0.1681747016
-1 -0.125 -0.2054960729
-0.9583333333 -0.125 -0.2423169306
-0.9166666667 -0.125 -0.278532614
-0.875 -0.125 -0.3140313118
-0.8333333333 -0.125 -0.3486948841
-0.7916666667 -0.125 -0.3824000384
-0.75 -0.125 -0.4150198853
-0.7083333333 -0.125 -0.4464258753
-0.6666666667 -0.125 -0.4764900892
-0.625 -0.125 -0.5050878226
-0.5833333333 -0.125 -0.5321003651
-0.5416666667 -0.125 -0.5574178429
-0.5 -0.125 -0.5809419605
-0.4583333333 -0.125 -0.602588467
-0.4166666667 -0.125 -0.6222891709
-0.375 -0.125 -0.639993349
-0.3333333333 -0.125 -0.6556684397
-0.2916666667 -0.125 -0.6692999635
-0.25 -0.125 -0.6808906819
-0.2083333333 -0.125 -0.6904590668
-0.1666666667 -0.125 -0.6980372111
-0.125 -0.125 -0.7036683464
-0.08333333333 -0.125 -0.7074041556
-0.04166666667 -0.125 -0.7093020641
0 -0.125 -0.7094226772
0.04166666667 -0.125 -0.7078274979
0.08333333333 -0.125 -0.7045770219
0.125 -0.125 -0.699729267
0.1666666667 -0.125 -0.6933387557
0.2083333333 -0.125 -0.6854559398
0.25 -0.125 -0.6761270288
0.2916666667 -0.125 -0.6653941674
0.3333333333 -0.125 -0.6532958958
0.375 -0.125 -0.639867821
0.4166666667 -0.125 -0.6251434263
0.4583333333 -0.125 -0.6091549508
0.5 -0.125 -0.5919342735
0.5416666667 -0.125 -0.5735137487
0.5833333333 -0.125 -0.5539269477
0.625 -0.125 -0.5332092704
0.6666666667 -0.125 -0.5113984065
0.7083333333 -0.125 -0.4885346325
0.75 -0.125 -0.4646609445
0.7916666667 -0.125 -0.4398230341
0.8333333333 -0.125 -0.4140691237
0.875 -0.125 -0.3874496818
0.9166666667 -0.125 -0.3600170444
0.9583333333 -0.125 -0.3318249681
1 -0.125 -0.3029281431
1.041666667 -0.125 -0.2733816889
1.083333333 -0.125 -0.2432406567
1.125 -0.125 -0.2125595548
1.166666667 -0.125 -0.181391914
1.208333333 -0.125 -0.1497898999
1.25 -0.125 -0.1178039814
-1.25 -0.08333333333 -0.01144798385
-1.208333333 -0.08333333333 -0.05399771381
-1.166666667 -0.08333333333 -0.09692144608
-1.125 -0.08333333333 -0.1402009605
-1.083333333 -0.08333333333 -0.1838133072
-1.041666667 -0.08333333333 -0.2277299369
-1 -0.08333333333 -0.2719156814
-0.9583333333 -0.08333333333 -0.3163275644
-0.9166666667 -0.08333333333 -0.3609134219
-0.875 -0.08333333333 -0.4056103132
-0.8333333333 -0.08333333333 -0.4503427119
-0.7916666667 -0.08333333333 -0.4950204711
-0.75 -0.08333333333 -0.5395365778
-0.7083333333 -0.08333333333 -0.583764735
-0.6666666667 -0.08333333333 -0.6275568461
-0.625 -0.08333333333 -0.6707405295
-0.5833333333 -0.08333333333 -0.7131168562
-0.5416666667 -0.08333333333 -0.7544585869
-0.5 -0.08333333333 -0.7945092757
-0.4583333333 -0.08333333333 -0.8329836994
-0.4166666667 -0.08333333333 -0.8695701346
-0.375 -0.08333333333 -0.9039350187
-0.3333333333 -0.08333333333 -0.9357304427
-0.2916666667 -0.08333333333 -0.9646047078
-0.25 -0.08333333333 -0.9902158008
-0.2083333333 -0.08333333333 -1.012247133
-0.1666666667 -0.08333333333 -1.030424314
-0.125 -0.08333333333 -1.044531237
-0.08333333333 -0.08333333333 -1.054423489
-0.04166666667 -0.08333333333 -1.060037232
0 -0.08333333333 -1.061392248
0.04166666667 -0.08333333333 -1.058588712
0.08333333333 -0.08333333333 -1.051798259
0.125 -0.08333333333 -1.04125073
0.1666666667 -0.08333333333 -1.027218488
0.2083333333 -0.08333333333 -1.010000263
0.25 -0.08333333333 -0.9899061535
0.2916666667 -0.08333333333 -0.9672449422
0.3333333333 -0.08333333333 -0.9423142694
0.375 -0.08333333333 -0.9153937572
0.4166666667 -0.08333333333 -0.8867408052
0.4583333333 -0.08333333333 -0.8565885952
0.5 -0.08333333333 -0.825145776
0.5416666667 -0.08333333333 -0.7925973238
0.5833333333 -0.08333333333 -0.7591061435
0.625 -0.08333333333 -0.7248150735
0.6666666667 -0.08333333333 -0.6898490416
0.7083333333 -0.08333333333 -0.6543172057
0.75 -0.08333333333 -0.618314971
0.7916666667 -0.08333333333 -0.5819258256
0.8333333333 -0.08333333333 -0.5452229706
0.875 -0.08333333333 -0.5082707412
0.9166666667 -0.08333333333 -0.4711258285
0.9583333333 -0.08333333333 -0.4338383227
1 -0.08333333333 -0.396452596
1.041666667 -0.08333333333 -0.3590080494
1.083333333 -0.08333333333 -0.3215397427
1.125 -0.08333333333 -0.2840789275
1.166666667 -0.08333333333 -0.2466534985
1.208333333 -0.08333333333 -0.2092883781
1.25 -0.08333333333 -0.1720058454
-1.25 -0.04166666667 -0.03210079326
-1.208333333 -0.04166666667 -0.07735225887
-1.166666667 -0.04166666667 -0.1233500579
-1.125 -0.04166666667 -0.170129339
-1.083333333 -0.04166666667 -0.2177284785
-1.041666667 -0.04166666667 -0.266189399
-1 -0.04166666667 -0.3155578914
-0.9583333333 -0.04166666667 -0.365883923
-0.9166666667 -0.04166666667 -0.4172219068
-0.875 -0.04166666667 -0.4696308875
-0.8333333333 -0.04166666667 -0.5231745798
-0.7916666667 -0.04166666667 -0.5779211602
-0.75 -0.04166666667 -0.6339426596
-0.7083333333 -0.04166666667 -0.6913137296
-0.6666666667 -0.04166666667 -0.7501094371
-0.625 -0.04166666667 -0.8104015694
-0.5833333333 -0.04166666667 -0.8722526725
-0.5416666667 -0.04166666667 -0.9357066668
-0.5 -0.04166666667 -1.000774335
-0.4583333333 -0.04166666667 -1.067411214
-0.4166666667 -0.04166666667 -1.135484455
-0.375 -0.04166666667 -1.204724103
-0.3333333333 -0.04166666667 -1.274653569
-0.2916666667 -0.04166666667 -1.344494918
-0.25 -0.04166666667 -1.413049804
-0.2083333333 -0.04166666667 -1.478571187
-0.1666666667 -0.04166666667 -1.538669921
-0.125 -0.04166666667 -1.590342964
-0.08333333333 -0.04166666667 -1.630241126
-0.04166666667 -0.04166666667 -1.655250594
0 -0.04166666667 -1.66328414
0.04166666667 -0.04166666667 -1.653938843
0.08333333333 -0.04166666667 -1.628631858
0.125 -0.04166666667 -1.590125116
0.1666666667 -0.04166666667 -1.541738322
0.2083333333 -0.04166666667 -1.486652182
0.25 -0.04166666667 -1.427510966
0.2916666667 -0.04166666667 -1.366308232
0.3333333333 -0.04166666667 -1.304442395
0.375 -0.04166666667 -1.242838083
0.4166666667 -0.04166666667 -1.182072284
0.4583333333 -0.04166666667 -1.122479998
0.5 -0.04166666667 -1.064234011
0.5416666667 -0.04166666667 -1.007401723
0.5833333333 -0.04166666667 -0.9519842212
0.625 -0.04166666667 -0.897942516
0.6666666667 -0.04166666667 -0.8452148565
0.7083333333 -0.04166666667 -0.7937279726
0.75 -0.04166666667 -0.7434042469
0.7916666667 -0.04166666667 -0.6941661813
0.8333333333 -0.04166666667 -0.6459390806
0.875 -0.04166666667 -0.5986525675
0.9166666667 -0.04166666667 -0.5522413436
0.9583333333 -0.04166666667 -0.5066454656
1 -0.04166666667 -0.461810321
1.041666667 -0.04166666667 -0.4176864215
1.083333333 -0.04166666667 -0.3742290932
1.125 -0.04166666667 -0.3313981152
1.166666667 -0.04166666667 -0.2891573391
1.208333333 -0.04166666667 -0.2474743114
1.25 -0.04166666667 -0.2063199096
-1.25 0 -0.03701772666
-1.208333333 0 -0.0831109563
-1.166666667 0 -0.1300893983
-1.125 0 -0.1780118346
-1.083333333 0 -0.2269448059
-1.041666667 0 -0.2769639538
-1 0 -0.3281556425
-0.9583333333 0 -0.3806189296
-0.9166666667 0 -0.4344679803
-0.875 0 -0.4898350454
-0.8333333333 0 -0.5468741664
-0.7916666667 0 -0.6057658317
-0.75 0 -0.6667228871
-0.7083333333 0 -0.7299981305
-0.6666666667 0 -0.7958941992
-0.625 0 -0.8647766349
-0.5833333333 0 -0.9370914407
-0.5416666667 0 -1.013389124
-0.5 0 -1.094358344
-0.4583333333 0 -1.180874188
-0.4166666667 0 -1.274069457
-0.375 0 -1.37544357
-0.3333333333 0 -1.487035795
-0.2916666667 0 -1.611714649
-0.25 0 -1.753691779
-0.2083333333 0 -1.919508463
-0.1666666667 0 -2.120136765
-0.125 0 -2.37616157
-0.08333333333 0 -2.733817114
-0.04166666667 0 -3.340664199
0 0 -10
0.04166666667 0 -3.348144101
0.08333333333 0 -2.748763487
0.125 0 -2.398547646
0.1666666667 0 -2.149922635
0.2083333333 0 -1.95664137
0.25 0 -1.798106487
0.2916666667 0 -1.663333904
0.3333333333 0 -1.545770852
0.375 0 -1.441194783
0.4166666667 0 -1.346726927
0.4583333333 0 -1.260318452
0.5 0 -1.180461096
0.5416666667 0 -1.106013962
0.5833333333 0 -1.036094628
0.625 0 -0.9700078604
0.6666666667 0 -0.9071973426
0.7083333333 0 -0.8472120116
0.75 0 -0.7896819992
0.7916666667 0 -0.7343010538
0.8333333333 0 -0.6808134474
0.875 0 -0.6290040584
0.9166666667 0 -0.5786907439
0.9583333333 0 -0.5297183938
1 0 -0.4819542391
1.041666667 0 -0.435284109
1.083333333 0 -0.3896094163
1.125 0 -0.3448447071
1.166666667 0 -0.3009156529
1.208333333 0 -0.2577573946
1.25 0 -0.2153131663
-1.25 0.04166666667 -0.0256510356
-1.208333333 0.04166666667 -0.07055808143
-1.166666667 0.04166666667 -0.116203777
-1.125 0.04166666667 -0.1626243738
-1.083333333 0.04166666667 -0.2098596148
-1.041666667 0.04166666667 -0.2579530973
-1 0.04166666667 -0.3069526478
-0.9583333333 0.04166666667 -0.3569106942
-0.9166666667 0.04166666667 -0.4078846107
-0.875 0.04166666667 -0.4599369975
-0.8333333333 0.04166666667 -0.5131358324
-0.7916666667 0.04166666667 -0.5675544035
-0.75 0.04166666667 -0.6232708755
-0.7083333333 0.04166666667 -0.6803672717
-0.6666666667 0.04166666667 -0.7389275352
-0.625 0.04166666667 -0.7990341615
-0.5833333333 0.04166666667 -0.8607626296
-0.5416666667 0.04166666667 -0.9241724708
-0.5 0.04166666667 -0.9892932393
-0.4583333333 0.04166666667 -1.056102833
-0.4166666667 0.04166666667 -1.124494524
-0.375 0.04166666667 -1.194227765
-0.3333333333 0.04166666667 -1.264856783
-0.2916666667 0.04166666667 -1.335631293
-0.25 0.04166666667 -1.405368305
-0.2083333333 0.04166666667 -1.472308163
-0.1666666667 0.04166666667 -1.533998868
-0.125 0.04166666667 -1.587301617
-0.08333333333 0.04166666667 -1.628652793
-0.04166666667 0.04166666667 -1.654681005
0 0.04166666667 -1.663082428
0.04166666667 0.04166666667 -1.65337232
0.08333333333 0.04166666667 -1.627056252
0.125 0.04166666667 -1.58710453
0.1666666667 0.04166666667 -1.53707356
0.2083333333 0.04166666667 -1.480338473
0.25 0.04166666667 -1.419670051
0.2916666667 0.04166666667 -1.357127172
0.3333333333 0.04166666667 -1.294130882
0.375 0.04166666667 -1.23160335
0.4166666667 0.04166666667 -1.170106543
0.4583333333 0.04166666667 -1.109955473
0.5 0.04166666667 -1.051302088
0.5416666667 0.04166666667 -0.9941940721
0.5833333333 0.04166666667 -0.9386147034
0.625 0.04166666667 -0.8845092723
0.6666666667 0.04166666667 -0.8318022909
0.7083333333 0.04166666667 -0.7804085218
0.75 0.04166666667 -0.730239912
0.7916666667 0.04166666667 -0.6812098354
0.8333333333 0.04166666667 -0.6332355802
0.875 0.04166666667 -0.5862397008
0.9166666667 0.04166666667 -0.5401506425
0.9583333333 0.04166666667 -0.4949029088
1 0.04166666667 -0.4504369476
1.041666667 0.04166666667 -0.406698871
1.083333333 0.04166666667 -0.3636400859
1.125 0.04166666667 -0.3212168825
1.166666667 0.04166666667 -0.279390011
1.208333333 0.04166666667 -0.2381242676
1.25 0.04166666667 -0.1973880991
-1.25 0.08333333333 0.0007887046562
-1.208333333 0.08333333333 -0.0411892324
-1.166666667 0.08333333333 -0.08354562141
-1.125 0.08333333333 -0.1262675318
-1.083333333 0.08333333333 -0.169338211
-1.041666667 0.08333333333 -0.2127363102
-1 0.08333333333 -0.2564349578
-0.9583333333 0.08333333333 -0.3004006516
-0.9166666667 0.08333333333 -0.3445919412
-0.875 0.08333333333 -0.3889578674
-0.8333333333 0.08333333333 -0.4334361291
-0.7916666667 0.08333333333 -0.4779509482
-0.75 0.08333333333 -0.5224106171
-0.7083333333 0.08333333333 -0.5667047271
-0.6666666667 0.08333333333 -0.6107011097
-0.625 0.08333333333 -0.654242569
-0.5833333333 0.08333333333 -0.6971435534
-0.5416666667 0.08333333333 -0.7391870085
-0.5 0.08333333333 -0.7801217776
-0.4583333333 0.08333333333 -0.8196610558
-0.4166666667 0.08333333333 -0.857482554
-0.375 0.08333333333 -0.8932311438
-0.3333333333 0.08333333333 -0.926524788
-0.2916666667 0.08333333333 -0.956964444
-0.25 0.08333333333 -0.9841482839
-0.2083333333 0.08333333333 -1.007689971
-0.1666666667 0.08333333333 -1.027239911
-0.125 0.08333333333 -1.042507477
-0.08333333333 0.08333333333 -1.053281499
-0.04166666667 0.08333333333 -1.059446023
0 0.08333333333 -1.060988801
0.04166666667 0.08333333333 -1.058001045
0.08333333333 0.08333333333 -1.050668531
0.125 0.08333333333 -1.039255614
0.1666666667 0.08333333333 -1.02408478
0.2083333333 0.08333333333 -1.005514704
0.25 0.08333333333 -0.9839194844
0.2916666667 0.08333333333 -0.9596709439
0.3333333333 0.08333333333 -0.9331250088
0.375 0.08333333333 -0.9046123439
0.4166666667 0.08333333333 -0.8744328587
0.4583333333 0.08333333333 -0.8428533811
0.5 0.08333333333 -0.8101076914
0.5416666667 0.08333333333 -0.7763981577
0.5833333333 0.08333333333 -0.7418983379
0.625 0.08333333333 -0.7067560562
0.6666666667 0.08333333333 -0.6710966109
0.7083333333 0.08333333333 -0.6350258832
0.75 0.08333333333 -0.5986332145
0.7916666667 0.08333333333 -0.5619939821
0.8333333333 0.08333333333 -0.525171852
0.875 0.08333333333 -0.4882207127
0.9166666667 0.08333333333 -0.4511863145
0.9583333333 0.08333333333 -0.4141076435
1 0.08333333333 -0.3770180637
1.041666667 0.08333333333 -0.3399462618
1.083333333 0.08333333333 -0.3029170241
1.125 0.08333333333 -0.2659518745
1.166666667 0.08333333333 -0.2290695962
1.208333333 0.08333333333 -0.1922866591
1.25 0.08333333333 -0.1556175697
-1.25 0.125 0.03973239128
-1.208333333 0.125 0.001836279168
-1.166666667 0.125 -0.03600351823
-1.125 0.125 -0.07373132611
-1.083333333 0.125 -0.1112850214
-1.041666667 0.125 -0.148595638
-1 0.125 -0.1855870348
-0.9583333333 0.125 -0.2221756558
-0.9166666667 0.125 -0.2582704166
-0.875 0.125 -0.2937727582
-0.8333333333 0.125 -0.3285769074
-0.7916666667 0.125 -0.3625703885
-0.75 0.125 -0.3956348247
-0.7083333333 0.125 -0.4276470617
-0.6666666667 0.125 -0.4584806337
-0.625 0.125 -0.4880075711
-0.5833333333 0.125 -0.5161005267
-0.5416666667 0.125 -0.5426351682
-0.5 0.125 -0.5674927517
-0.4583333333 0.125 -0.590562764
-0.4166666667 0.125 -0.611745495
-0.375 0.125 -0.6309543901
-0.3333333333 0.125 -0.6481180324
-0.2916666667 0.125 -0.6631816204
-0.25 0.125 -0.6761078412
-0.2083333333 0.125 -0.686877084
-0.1666666667 0.125 -0.6954869918
-0.125 0.125 -0.701951403
-0.08333333333 0.125 -0.7062987795
-0.04166666667 0.125 -0.7085702546
0 0.125 -0.7088174497
0.04166666667 0.125 -0.7071002116
0.08333333333 0.125 -0.7034844089
0.125 0.125 -0.6980399004
0.1666666667 0.125 -0.6908387591
0.2083333333 0.125 -0.6819538017
0.25 0.125 -0.6714574417
0.2916666667 0.125 -0.6594208609
0.3333333333 0.125 -0.6459134697
0.375 0.125 -0.6310026164
0.4166666667 0.125 -0.6147534971
0.4583333333 0.125 -0.5972292146
0.5 0.125 -0.5784909381
0.5416666667 0.125 -0.558598121
0.5833333333 0.125 -0.5376087375
0.625 0.125 -0.5155795121
0.6666666667 0.125 -0.4925661173
0.7083333333 0.125 -0.4686233292
0.75 0.125 -0.443805131
0.7916666667 0.125 -0.4181647652
0.8333333333 0.125 -0.391754735
0.875 0.125 -0.3646267634
0.9166666667 0.125 -0.3368317154
0.9583333333 0.125 -0.3084194946
1 0.125 -0.2794389219
1.041666667 0.125 -0.2499376051
1.083333333 0.125 -0.2199618089
1.125 0.125 -0.1895563293
1.166666667 0.125 -0.1587643805
1.208333333 0.125 -0.1276274953
1.25 0.125 -0.09618544499
-1.25 0.1666666667 0.08798689589
-1.208333333 0.1666666667 0.05468290672
-1.166666667 0.1666666667 0.02182468665
-1.125 0.1666666667 -0.01051375094
-1.083333333 0.1666666667 -0.04225480245
-1.041666667 0.1666666667 -0.0733178895
-1 0.1666666667 -0.1036202483
-0.9583333333 0.1666666667 -0.1330778956
-0.9166666667 0.1666666667 -0.1616067643
-0.875 0.1666666667 -0.1891239902
-0.8333333333 0.1666666667 -0.2155493182
-0.7916666667 0.1666666667 -0.2408065825
-0.75 0.1666666667 -0.2648252052
-0.7083333333 0.1666666667 -0.287541643
-0.6666666667 0.1666666667 -0.3089007134
-0.625 0.1666666667 -0.3288567227
-0.5833333333 0.1666666667 -0.3473743327
-0.5416666667 0.1666666667 -0.3644291092
-0.5 0.1666666667 -0.3800077157
-0.4583333333 0.1666666667 -0.3941077381
-0.4166666667 0.1666666667 -0.4067371485
-0.375 0.1666666667 -0.4179134392
-0.3333333333 0.1666666667 -0.4276624784
-0.2916666667 0.1666666667 -0.4360171525
-0.25 0.1666666667 -0.4430158699
-0.2083333333 0.1666666667 -0.4487010016
-0.1666666667 0.1666666667 -0.4531173313
-0.125 0.1666666667 -0.4563105796
-0.08333333333 0.1666666667 -0.4583260546
-0.04166666667 0.1666666667 -0.4592074683
0 0.1666666667 -0.4589959463
0.04166666667 0.1666666667 -0.4577292431
0.08333333333 0.1666666667 -0.4554411689
0.125 0.1666666667 -0.4521612207
0.1666666667 0.1666666667 -0.447914407
0.2083333333 0.1666666667 -0.442721251
0.25 0.1666666667 -0.4365979511
0.2916666667 0.1666666667 -0.42955668
0.3333333333 0.1666666667 -0.4216059997
0.375 0.1666666667 -0.4127513707
0.4166666667 0.1666666667 -0.402995734
0.4583333333 0.1666666667 -0.3923401448
0.5 0.1666666667 -0.3807844365
0.5416666667 0.1666666667 -0.368327894
0.5833333333 0.1666666667 -0.354969919
0.625 0.1666666667 -0.340710666
0.6666666667 0.1666666667 -0.3255516334
